,Movie,Frame,X,Y,Intensity,Diffusion Coefficient,Receptor Density,AP1,DR1,AP2,DR2,noMoleculesFrame,patchSize
0,4,0,14.0119182661364,12.6011250344661,3.13932980770486,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
1,4,0,16.9355962781186,15.0282181664539,2.05785133503353,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
2,4,0,16.8737831026017,14.3438933891526,2.85397876057497,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
3,4,0,16.8783248332895,12.7434427589961,3.24880668859297,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
4,4,0,16.6972334966181,12.9794239527224,1.864536637595,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
5,4,0,15.5324112490778,14.1010547360096,2.40812470388839,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
6,4,0,16.5632820999518,12.8758249387751,3.14491446247015,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
7,4,0,15.5078123535816,14.4272658120065,3.16210130526983,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
8,4,0,16.078104113885,16.3587323251314,0.981077187490207,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
9,4,0,14.4934456811412,13.9891170354011,1.96796722223188,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
10,4,0,13.4266302368183,12.7229814337527,3.2635647139582,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
11,4,0,14.4778369073009,16.684103128404,0.684856208595779,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
12,4,0,15.1460837304883,15.7680402975657,2.95999882099513,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
13,4,0,14.329564821012,15.7453324613224,3.07977957465033,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
14,4,0,16.8474934831531,15.1775539318379,2.13544991859086,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
15,4,0,16.8354985103053,13.804305794906,1.04544150908392,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
16,4,0,16.609747512985,15.301017757141,3.16888829856444,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
17,4,0,15.8594141723856,17.289479954939,2.92873768298984,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
18,4,0,16.4561227448727,12.6785262311996,2.08097235464999,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
19,4,0,14.7579388478694,14.822771343414,2.09124453270361,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
20,4,0,15.2140784253499,16.713845311277,1.72750609258479,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
21,4,0,13.7587267605113,16.9129684966663,2.89707551044099,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
22,4,0,16.4084614114754,14.6585706763258,0.930767234454088,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
23,4,0,14.5961045454895,17.2449745021487,0.907263660877069,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
24,4,0,15.5143258185511,17.3930725639518,2.74951528274815,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
25,4,0,17.0158660309148,13.1336662166547,1.12316149674476,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
26,4,0,16.6564163358227,17.2296160177307,2.33004683219176,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
27,4,0,13.4298046573549,12.758446873062,0.881410672568841,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
28,4,0,13.3737094001133,15.6032928042481,0.867330912269255,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
29,4,0,16.7632700397009,15.0882465847682,2.8748858688415,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
30,4,0,13.7028489634692,14.3003634399698,3.55949072451091,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
31,4,0,15.5565813005707,13.3110589382611,1.9631340670661,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
32,4,0,16.3106099325832,14.9586795164192,1.98606970777615,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
33,4,0,12.9216063707644,16.4122118387474,0.863445008586185,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
34,4,0,14.5908810332584,15.9827455062642,3.20384781818744,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
35,4,0,14.6356074972499,15.6444889161844,2.69843359798373,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
36,4,0,16.0436238060955,12.8429262676346,2.61616562489256,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
37,4,0,17.0721733842436,16.9055639292841,2.87923768949368,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
38,4,0,13.4630516437268,17.1702654993225,1.00189610490662,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
39,4,0,14.2460646733252,15.3278883845376,2.08165954167506,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
40,4,0,16.4525659192182,13.1181224370859,0.971329304019844,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
41,4,0,14.3287669402225,13.7952060548396,2.12075412217415,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
42,4,0,13.4768190403273,14.7330741567036,2.75332276173137,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
43,4,0,17.354357686644,16.7015630963781,2.01799443697349,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
44,4,0,15.101084903982,16.1187574669668,2.44279554653744,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
45,4,0,15.4694078852324,14.7026454092193,0.7972837870909,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
46,4,0,17.136573494157,14.4530911441916,2.90777485270035,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
47,4,0,14.8461921908543,15.3052139032587,1.24575546265052,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
48,4,0,17.2679627621833,13.3037634120608,0.846369345756509,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
49,4,0,16.637245308322,13.5795247788722,0.649688973159164,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
50,4,0,12.8880363207688,14.9960088939122,1.26908306033241,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
51,4,0,15.4226704644564,14.0984345126121,2.35433963177557,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
52,4,0,13.9624710664832,14.172169886179,1.00138910636307,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
53,4,0,13.6256392546831,15.9997248937219,1.74385270960409,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
54,4,0,15.1253463266857,16.0236749068982,3.72858235666734,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
55,4,0,17.0838657047795,15.4972744393185,1.51200100243745,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
56,4,0,14.5755971801339,15.2484047459517,0.676183860421913,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
57,4,0,14.8884295907494,16.0576053850628,0.991037139043099,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
58,4,0,14.7008585605109,14.6943864512465,1.11257759027835,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
59,4,0,12.8944214079993,16.316227325024,1.26106760484493,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
60,4,0,13.7031681691613,13.2030106483595,0.967358964697831,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
61,4,0,15.939100608243,13.6024756110323,0.859067279129454,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
62,4,0,13.2102216341344,13.664356902708,3.0032775917092,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
63,4,0,15.2371904426362,15.1597932812588,2.46046172568118,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
64,4,0,13.5143917410308,13.6438530076352,3.23083901276203,0.143090120499013,8.66784205102894,0.133424060008015,3.11092259959293,0.16889747929669,0.778439198729496,202,4.827476744371136
