Movie,Frame,X,Y,Intensity,Diffusion Coefficient,Receptor Density,AP2,DR2,AP3,DR3,noMoleculesFrame,patchSize,Labeled Fraction
7,0,20.5527745780181,61.16796756893,0.00651859599558826,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
7,0,20.4525301392093,43.9018708436806,0.019332441081381,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
7,0,22.9906280936434,61.4705398700542,0.0202772004704627,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
7,0,25.7214773869697,63.1986452716422,0.0144512315182314,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
7,0,36.3902004086013,54.8462694095559,0.0168442160902419,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
7,0,31.1969702961867,80.5456579258503,0.0117230327051517,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
7,0,32.8234122976594,79.930421546543,0.0125631753317184,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
7,0,42.7102598386431,88.9338306840877,0.0270949184567444,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
7,0,44.0729228956294,86.3801674412364,0.0189881970588445,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
7,0,38.8864302450033,21.7108066118682,0.019564020724069,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
7,0,56.7178691837506,30.9908445857438,0.0127757552495344,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
7,0,60.3348802104089,24.3799059405058,0.0128829564739127,0.152266546340151,5.32403268645058,0.0722044098389322,2.03776855199246,0.175436349867419,0.307585541312735,202,6.15963996573772,0.100207958679475
