,Movie,Frame,X,Y,Intensity,Diffusion Coefficient,Receptor Density,Association Probability,Dissociation Rate,noMoleculesFrame,patchSize
0,1,0,13.2404075739671,15.2406437113276,2.14178937295951,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
1,1,0,15.2475870610253,16.6901580006408,1.00388522547332,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
2,1,0,15.897325901063,14.3578530292801,2.40112544831147,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
3,1,0,15.2097427082014,15.4080936062759,2.3303065405534,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
4,1,0,16.2310506663972,16.782878883395,2.01669825806575,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
5,1,0,15.8404270093052,16.335772403555,0.783924296642802,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
6,1,0,13.3714471874265,13.7043276600236,1.30549275065084,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
7,1,0,15.8400477167373,14.0487573336041,1.07030283000268,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
8,1,0,14.0456432963557,14.081494005831,1.75355559684062,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
9,1,0,16.0039339295228,15.1402508892708,1.91234661745463,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
10,1,0,16.2835068649161,16.9381170612511,2.13485403644483,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
11,1,0,14.2963662078635,12.6875821276927,0.767082762735328,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
12,1,0,13.6243917119619,12.7756542541487,0.96800086296513,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
13,1,0,16.9700197972267,13.7274899480228,0.710775680012587,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
14,1,0,15.0368465653965,16.4983107833267,2.01816771863065,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
15,1,0,15.2901443932869,12.8824584068399,2.12224050298631,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
16,1,0,15.1819116353415,16.0336766006222,1.1733549633099,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
17,1,0,16.8175922453257,16.7680508425866,2.40844868395594,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
18,1,0,14.1945818886761,14.2518844470319,1.05328562951302,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
19,1,0,12.7429196450556,17.0601496841151,0.775193172033402,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
20,1,0,12.9473830789472,13.3035361215481,1.74163388058528,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
21,1,0,16.1266612829773,14.6957132512244,2.12608357056802,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
22,1,0,15.5601910606794,12.6213309335023,1.14724810182576,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
23,1,0,14.8036940714017,13.2279889773371,1.84044638058566,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
24,1,0,13.5082897789731,12.5789229272386,1.35389289052162,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
25,1,0,17.4518349577285,15.7724158526022,0.800988498965279,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
26,1,0,16.384207792675,17.1801685834878,1.75023655703571,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
27,1,0,12.7590412434067,15.4218550525553,2.07450349033853,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
28,1,0,15.6411444782776,16.4577730887219,2.19520705868873,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
29,1,0,13.4275884247857,15.913984941771,1.27346192095508,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
30,1,0,12.7532914780642,16.0780625767854,2.06006652584018,0.0937195808296061,8.96995081363336,0.146911825033282,0.376446739644075,217,4.918524467073656
