Movie,Frame,X,Y,Intensity,Diffusion Coefficient,Receptor Density,Association Probability,Dissociation Rate,noMoleculesFrame,patchSize
0,0,16.4153471592764,105.386943040524,0.0151861963026167,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,16.7031188701779,54.3859822548891,0.0160076988519821,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,16.2018112848435,75.55070176431,0.0169503945384171,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,18.2590375952002,82.8157804772393,0.0169255931149045,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,17.6777394938426,111.996970545571,0.0225474404458661,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,18.7273502603282,61.8737124765258,0.0136690490951649,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,19.1204874866145,93.3222680508266,0.0168228636720813,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,20.980086973971,28.3280663636462,0.0331406611851758,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,20.4295943880352,72.5153841720706,0.0192747847618362,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,22.7486776745275,66.2901156077673,0.0134259215133055,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,23.8625359400132,103.347479339859,0.0163637593917131,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,22.8779436316659,46.6972697154747,0.0179085230726166,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,23.0641324038222,57.881660720607,0.0146653166585315,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,24.2872690585786,51.168753658373,0.0196954214381059,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,23.8316545410683,97.0812423597225,0.0175345483101173,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,26.397908447259,72.5657687517645,0.0223267617393299,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,26.7684471321279,76.4239347284407,0.0167433778081781,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,28.1431887119582,92.7207970940143,0.0198478230963636,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,28.1121715348264,35.4242032194861,0.021580327032677,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,26.8748115648355,81.2650698274981,0.022527592057005,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,27.5433632678767,106.188453052176,0.0188504422292039,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,29.8005821449112,17.050472297307,0.0167256956217676,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,29.3779245220676,23.7905106970678,0.0155736574142175,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,29.410394134359,67.820471972779,0.020544748172474,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,32.6606874562768,113.303551082872,0.0314306076167857,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,33.8915620054298,21.6279054508065,0.0199867521666475,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,32.9628130472889,31.7778540902782,0.0289183189569467,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,34.5149454913933,94.5883849066631,0.0185554731038388,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,33.7667031039751,48.7665246062865,0.0148759854787447,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,34.1389408000651,66.7550121659397,0.0170476230034687,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,35.1273416003604,85.3486047787514,0.0294195850221288,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,35.574996910156,64.2447237507138,0.0103465342405113,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,36.8955847887792,40.9880959325365,0.0194502993230984,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,40.2094011092685,17.7315920121658,0.0196846496464377,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
0,0,39.6850836207472,51.7684567396521,0.0370998774536887,0.0119775220704328,2.99056983476169,0,1,201,8.19824805253417
