Movie,Frame,X,Y,Intensity,Diffusion Coefficient,Receptor Density,AP2,DR2,noMoleculesFrame,patchSize,Labeled Fraction
9,0,17.6686546387803,18.3567716427565,0.00442439486822872,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,17.4553836204998,28.8876698390045,0.0078130036172251,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,19.2065651490806,61.4791991434167,0.0130705745107917,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,20.9558363768452,52.4873181542375,0.0153381928861034,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,22.9855798319438,104.007138730873,0.0121055388120371,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,25.4339845200709,37.5391076957695,0.0206169520164065,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,22.3852545936835,41.3906658430192,0.0188860024336922,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,22.7841037596109,35.8880315363386,0.0248834618514999,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,25.3132817987245,46.8677930230587,0.00376733111579295,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,26.2150117293708,62.1388418087411,0.0167513251356143,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,25.6585576975665,79.3080878229698,0.0164802778563263,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,28.0889423729474,45.1875782936425,0.0187222128581636,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,28.6335645367565,54.442326223657,0.0157394788351221,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,29.1268403873295,73.4426067682229,0.0235542629194179,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,28.924403201566,23.3446313891979,0.0119060783443673,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,30.4036524605292,30.4789136290923,0.0219804055789744,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,30.931010635565,71.3445858018461,0.0205966468724026,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,33.4029855677994,84.2221239670614,0.0184959786350685,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,32.8337932617461,108.972476596239,0.0156225564034731,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,34.4960814577558,24.8942827436246,0.0275027393504958,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,32.6756869288931,23.3562810045452,0.0121802959081906,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,36.3218963400496,39.2426744533253,0.0193820308788221,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,35.2751206556447,68.3481561801475,0.0118979936843651,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,39.1384260571306,58.2168417085838,0.0233288636497459,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,40.1290722645952,89.3680750798808,0.0155916835829333,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,41.0549031355854,99.0577362563931,0.0190427407185586,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,44.8019159038288,44.1659094253457,0.02076523418219,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,52.2887894574063,33.0100942347236,0.0126584362297312,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,51.8497015810493,50.3032112877445,0.0162497536051719,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,55.6020878223773,57.7208762693845,0.00516179131858034,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,53.0040229845358,55.6112908300188,0.016515737166126,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,54.3534055594567,73.3816248567045,0.0214902423016877,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,53.0834493325412,37.7975618088777,0.0104066806653957,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
9,0,55.2315509561243,17.9316769723857,0.0238144939774346,0.107369230875353,2.81095958528826,0,1,201,8.45611202771308,0.507685952082832
