Movie,Frame,X,Y,Intensity,Diffusion Coefficient,Receptor Density,AP2,DR2,AP3,DR3,AP4,DR4,noMoleculesFrame,patchSize,Labeled Fraction
1,0,17.3065269634273,24.9464151246891,0.0164894766630753,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,15.3157163398567,30.3030032810698,0.0217543626156688,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,15.269154976239,33.9097912686277,0.022238507207665,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,16.5197503323084,70.5478121131856,0.0136511535441509,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,16.2439230029027,69.0689994643179,0.0207831898369444,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,20.0348562269258,58.641856299824,0.0364141782374214,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,15.6631885102135,28.2180368214533,0.0455283148861977,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,20.4293693184205,40.9645328570533,0.032502614813309,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,22.2673236504718,48.448735543571,0.0761438856647886,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,20.5418813743756,80.2022969589942,0.0183823504789471,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,26.1854305565095,16.6560744136901,0.0125567373048978,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,23.6293591740405,17.5060935133818,0.0294203921432738,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,28.0033906129943,27.6960993219365,0.0295545778246677,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,28.1695722714064,73.7100210104966,0.0206070321374959,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,28.4700003784027,31.7746643296104,0.0225533695636248,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,31.2225022206378,41.9336675446688,0.0627704338724789,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,31.9346475208809,25.2615993389293,0.0188486575160674,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,28.7416883914401,16.4279488199892,0.0141280393614443,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
1,0,31.6693307943604,33.6471158647391,0.0263114957657394,0.22494739183951,4.90678567336941,0.183002798751345,3.50249396863709,0.135499866471458,3.25493005721605,0.179190925527947,0.840679954804624,201,6.4002875229572,0.183002798751345
