Var1,Movie,Frame,X,Y,Intensity,Diffusion Coefficient,Receptor Density,AP2,DR2,AP3,DR3,AP4,DR4,noMoleculesFrame,patchSize,Labeled Fraction
0,4,0,12.876180154024,15.1564469325109,2.75119286319048,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
1,4,0,17.7755845764143,16.8151759155184,1.9389228201641,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
2,4,0,13.699557939846,15.102276916269,2.79026319346486,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
3,4,0,17.7442111069575,15.5659371863281,2.86913046265944,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
4,4,0,12.4400789408229,13.1676437496899,1.01032565981905,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
5,4,0,13.2133720209539,18.0519295779957,2.28693161008766,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
6,4,0,14.4550492663654,12.6580544569876,2.92738519085631,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
7,4,0,18.3520225978738,17.7644834447228,3.14701285426594,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
8,4,0,12.6846724567656,14.3698868922645,1.77743246096673,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
9,4,0,11.5810747893012,14.3010649003113,1.23133023983867,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
10,4,0,14.3572834729711,11.9819987632229,2.38673727579119,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
11,4,0,14.7360988241143,16.3727756564393,0.874418774362541,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
12,4,0,16.9710848959475,14.756588265953,1.13310877655519,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
13,4,0,13.0516324964389,16.409752347148,0.90522601693643,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
14,4,0,13.3811784676871,14.2317418709055,1.20347870423025,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
15,4,0,17.9319612419362,12.2862158466248,2.15535316696809,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
16,4,0,16.9140541301476,11.7181178894483,1.69663261548744,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
17,4,0,17.1519660183119,14.6120274427585,2.63622254357469,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
18,4,0,14.0718109096221,12.1315503988788,3.26139861442448,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
19,4,0,16.5585653020337,17.7284209798618,1.93135017137483,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
20,4,0,15.3855949661974,13.5636140426823,3.72957394615475,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
21,4,0,18.3029753518611,17.4934935951124,2.09427921389531,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
22,4,0,12.9555517578794,15.9065352342168,0.891632707215877,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
23,4,0,18.198658568615,16.8674157766756,2.2613205898444,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
24,4,0,11.813783484511,13.2113158030849,1.26710234027014,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
25,4,0,12.3636540434816,18.0820285855174,1.08258390942438,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
26,4,0,14.1741522519139,18.0309605698734,3.24429780140278,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
27,4,0,16.3380748893531,18.3253164435113,0.873947287279841,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
28,4,0,15.546246016255,14.0860204374638,1.80841550719563,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
29,4,0,17.4145388823036,16.1718267024373,1.16759631608688,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
30,4,0,13.9592910244231,11.7326462985462,0.96489337236654,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
31,4,0,12.8756680886657,12.7258195958053,2.14626132964412,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
32,4,0,16.8989966991681,17.1699062507118,1.16486319321313,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
33,4,0,12.6757464668199,15.522568786067,0.992857102830177,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
34,4,0,15.9302945851908,12.5953228812225,1.92459066338308,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
35,4,0,15.8052876315918,16.0374445499541,0.991774129432287,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
36,4,0,13.8158378497536,18.3602675271087,1.03631704336831,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
37,4,0,12.793316143108,13.4121296917264,0.990574845191826,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
38,4,0,13.3127197094995,12.8736109267882,1.17272326341501,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
39,4,0,13.3338726672431,13.696322843053,1.00416092456056,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
40,4,0,17.9070093175447,15.1174167159525,2.00569244048028,0.422097806577956,3.99794793446576,0.126376460109185,1.7178682920908,0.130151847490273,1.43412573607868,0.121288441649705,4.36887295136524,201,7.09054245492889,0.126376460109185
